"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"S11630203103519","0","17","6","17","6","12","9","8","11","5","12","7"
"S11630204104226","0","7","6","1","5","1","1","4","4","3","1","3"
"S11630204104227","0","0","0","2","1","1","2","0","0","0","0","0"
"S11630302105905","0","9","12","14","10","19","7","19","13","36","22","16"
"S11630302105906","0","16","11","8","9","5","10","7","3","6","7","3"
"S11630302105908","0","2","1","3","7","8","9","9","11","16","19","7"
"S11630203103809","0","7","6","10","3","4","4","7","4","5","2","7"
"S11630203103812","0","14","14","8","20","14","12","14","13","11","40","16"
"S11630203103813","0","18","9","5","18","34","13","18","19","8","18","3"
"S11630203103814","0","4","10","5","4","9","8","5","5","6","15","2"
"S11630302105705","0","10","9","23","8","7","7","18","18","16","17","5"
"S11630302105921","0","7","3","3","2","3","9","3","10","6","1","4"
"S11630302105706","0","13","11","4","4","4","3","5","4","12","7","1"
"S11630302105707","0","10","16","14","15","17","4","12","19","17","10","10"
"S11630302105708","0","2","6","5","2","4","10","6","6","0","3","1"
"S11630302105709","0","34","22","24","36","49","32","18","18","10","19","6"
"S11630302105710","0","8","6","3","4","0","8","2","1","0","1","0"
"S11630302105711","0","1","1","3","4","3","6","4","5","2","3","1"
"S11630302105712","0","13","4","5","3","11","4","10","4","6","3","2"
"S11630302105713","0","1","4","4","16","10","8","7","7","9","5","3"
"S11630302105714","0","15","10","8","24","40","49","47","21","40","42","40"
"S11630204104128","0","8","14","9","9","11","15","10","24","8","4","2"
"S11630204104129","0","15","11","9","11","14","16","18","8","12","11","2"
"S11630204104133","0","8","5","9","3","10","10","5","4","12","7","3"
"S11630204104134","0","12","8","4","5","6","6","7","9","10","6","5"
"S11630301104717","0","0","4","3","2","6","5","4","3","1","3","2"
"S11630301104718","0","10","8","7","20","29","30","40","42","42","70","35"
"S11630204104228","0","1","0","2","4","2","4","3","3","6","9","5"
"S11630204104229","0","6","7","4","6","5","8","4","4","3","5","6"
"S11630204104230","0","2","2","2","1","5","2","3","6","2","5","1"
"S11630204104301","0","4","3","5","9","4","6","2","3","6","2","0"
"S11630204104302","0","34","40","41","40","64","54","57","36","44","47","35"
"S11630204104303","0","5","13","17","6","9","1","5","9","7","9","2"
"S11630301104921","0","9","11","10","10","15","8","7","8","9","9","7"
"S11630301104922","0","22","11","14","31","30","32","17","10","9","7","5"
"S11630301104923","0","6","6","12","9","3","2","5","6","1","2","1"
"S11630203103815","0","140","125","156","260","231","195","208","198","239","274","149"
"S11630203103816","0","4","2","6","7","9","5","2","6","7","6","9"
"S11630203103902","0","4","5","3","7","6","2","8","3","0","4","0"
"S11630203103903","0","5","11","8","8","9","4","4","2","6","3","1"
"S11630203103904","0","2","9","0","2","10","4","4","2","2","1","5"
"S11630204104408","0","18","12","20","23","16","7","11","15","7","11","3"
"S11630204104409","0","6","4","4","5","8","6","4","5","5","4","4"
"S11630203104012","0","8","0","3","5","5","3","3","5","11","12","7"
"S11630203104013","0","6","5","10","10","6","11","10","10","6","16","9"
"S11630203104014","0","71","80","123","138","159","106","132","131","247","166","82"
"S11630203104015","0","27","11","21","24","24","18","14","13","16","10","10"
"S11630203104016","0","1","2","1","0","3","3","2","3","1","1","0"
"S11630203104017","0","10","21","16","29","18","13","9","12","18","18","25"
"S11630203104018","0","7","3","4","6","9","8","5","1","2","10","4"
"S11630203104019","0","9","8","11","13","3","12","3","10","13","12","17"
"S11630203104020","0","10","5","21","15","13","15","6","12","15","13","12"
"S11630301104719","0","31","18","21","16","20","17","20","21","19","11","13"
"S11630301104720","0","5","6","5","6","11","16","8","6","5","6","1"
"S11630301104721","0","9","11","8","6","16","11","10","12","4","4","4"
"S11630301104722","0","2","19","3","1","6","7","6","7","2","6","2"
"S11630301104801","0","2","0","2","5","6","0","0","0","1","0","1"
"S11630301104802","0","24","10","7","13","7","12","1","2","14","6","3"
"S11630301104803","0","33","14","36","41","38","40","22","28","40","65","57"
"S11630302105338","0","0","0","0","0","0","0","0","0","0","0","0"
"S11630301104924","0","5","6","8","22","6","18","10","4","8","3","3"
"S11630301105001","0","6","9","16","7","2","11","7","14","9","9","5"
"S11630301105005","0","5","3","3","1","8","3","13","4","4","3","3"
"S11630301105006","1","6","12","10","11","12","11","7","7","11","8","12"
"S11630301105007","0","8","7","5","5","3","9","3","7","7","10","0"
"S11630301105008","1","8","8","7","19","7","11","9","5","3","9","7"
"S11630301105009","0","0","2","1","10","5","2","5","7","7","9","5"
"S11630301105010","0","8","7","6","7","4","9","14","9","11","2","3"
"S11630302105614","0","19","12","8","13","8","15","15","11","11","8","5"
"S11630302105808","0","22","18","33","31","24","31","31","38","40","30","16"
"S11630204104410","0","9","9","17","9","9","10","8","10","9","17","3"
"S11630204104411","0","14","9","4","6","12","10","4","8","9","6","6"
"S11630301105118","0","5","4","7","9","9","6","10","3","5","4","10"
"S11630204104536","0","3","3","5","3","3","7","2","10","1","3","5"
"S11630204104537","0","2","2","2","3","9","1","6","5","2","4","2"
"S11630204104609","0","17","9","24","16","21","15","30","19","30","18","24"
"S11630204104538","0","2","1","2","2","12","1","12","9","23","26","10"
"S11630204104539","0","1","4","13","4","7","3","1","5","4","4","4"
"S11630204104540","0","2","1","5","5","4","5","15","14","10","8","9"
"S11630204104541","0","10","9","10","2","9","4","6","21","4","8","1"
"S11630302105339","0","20","19","35","34","34","33","31","25","35","23","7"
"S11630302105410","0","11","6","4","15","20","23","6","7","12","9","8"
"S11630302105501","0","9","8","13","3","15","8","9","8","6","13","3"
"S11630302105401","0","13","6","4","3","10","11","6","5","11","8","3"
"S11630202103304","0","25","19","10","14","13","13","14","18","13","12","8"
"S11630302105810","0","26","27","31","20","25","25","22","11","38","30","15"
"S11630302105811","0","15","12","7","10","15","6","14","11","15","9","5"
"S11630302105812","0","52","39","36","33","38","33","31","35","30","31","13"
"S11630302105814","0","37","36","41","41","58","40","46","50","50","62","36"
"S11630302105815","0","15","22","33","10","35","19","6","16","21","20","12"
"S11630302105816","0","63","56","52","69","39","42","34","45","34","46","31"
"S11630302105901","0","9","3","3","7","8","15","9","9","1","9","4"
"S11630302105902","0","22","4","15","15","19","14","19","16","25","36","9"
"S11630203103520","0","20","15","11","23","21","18","14","12","15","21","5"
"S11630203103803","0","12","12","10","10","23","8","6","5","18","15","7"
"S11630301105119","0","7","9","8","10","15","6","2","7","5","6","4"
"S11630301105121","0","21","25","20","23","32","24","33","21","42","19","4"
"S11630301105122","0","3","9","3","6","5","8","1","2","6","4","1"
"S11630301105123","0","1","1","1","1","0","3","0","2","4","2","0"
"S11630301105124","0","5","5","1","7","8","11","6","19","7","6","5"
"S11630302105615","0","8","3","4","8","4","9","3","3","3","7","1"
"S11630302105616","0","5","7","6","7","14","6","21","7","15","6","9"
"S11630302105617","0","13","14","13","6","22","22","11","17","20","13","20"
"S11630302105618","0","6","9","10","12","11","19","15","10","15","16","8"
"S11630302105205","0","52","52","56","75","97","108","138","119","136","125","60"
"S11630302105206","0","10","14","10","20","18","15","18","12","16","21","16"
"S11630302105207","0","7","9","14","12","6","15","3","13","12","11","6"
"S11630302105208","0","14","10","11","17","19","17","14","9","15","21","3"
"S11630302105209","0","9","9","3","8","9","9","6","13","12","18","9"
"S11630302105210","0","5","6","6","8","12","26","13","6","7","2","5"
"S11630302105211","0","13","13","12","9","16","19","12","11","14","13","6"
"S11630302105212","0","12","16","13","17","7","9","10","6","11","13","6"
"S11630302105213","0","12","7","9","15","13","11","10","9","15","8","8"
"S11630302105214","0","9","3","7","9","10","9","4","6","7","5","2"
"S11630302105215","0","9","2","5","10","4","6","3","6","3","9","7"
"S11630302105216","0","7","5","2","3","14","8","9","6","7","5","3"
"S11630202103305","0","6","4","3","1","6","2","1","6","1","6","1"
"S11630202103308","0","9","7","15","15","7","13","7","9","8","10","3"
"S11630202103309","0","7","6","8","16","12","12","8","9","10","10","2"
"S11630202103310","0","27","31","28","14","21","27","27","22","36","50","20"
"S11630202103315","0","7","5","8","2","8","2","3","4","8","7","4"
"S11630202103316","0","2","3","5","3","2","5","3","2","2","2","1"
"S11630202103402","0","8","7","6","8","8","5","12","12","4","7","1"
"S11630202103403","0","4","9","5","8","6","5","6","10","6","5","1"
"S11630202103404","0","4","1","3","3","4","4","4","8","2","3","3"
"S11630202103405","0","8","5","6","3","10","4","9","8","9","14","3"
"S11630204104136","0","8","4","5","4","6","12","7","14","15","10","2"
"S11630203103804","0","4","4","5","14","6","3","3","3","10","6","3"
"S11630203103701","0","15","22","20","38","31","34","25","16","25","28","11"
"S11630203103703","0","0","0","0","0","0","0","0","3","8","11","8"
"S11630203103512","0","20","21","19","19","22","16","9","8","12","12","3"
"S11630203103513","0","9","10","10","13","5","12","18","12","8","7","4"
"S11630203103514","0","7","4","2","10","7","4","3","11","11","2","7"
"S11630203103515","0","1","4","0","7","0","2","3","1","4","3","1"
"S11630204104305","0","5","13","10","8","26","13","10","17","12","7","4"
"S11630302105619","0","12","2","2","2","4","8","3","2","4","4","5"
"S11630302105620","0","3","1","10","6","2","6","4","0","2","2","1"
"S11630302105621","0","9","5","5","7","7","9","10","2","3","9","4"
"S11630302105701","0","9","21","4","2","5","13","10","7","9","4","0"
"S11630302105702","0","2","3","1","4","3","8","3","1","1","4","0"
"S11630302105703","0","3","3","4","3","3","1","5","4","0","11","2"
"S11630302105704","0","11","11","13","5","9","12","11","14","13","3","3"
"S11630203103905","0","1","5","1","8","4","2","4","4","2","5","1"
"S11630203103906","0","5","7","5","11","11","7","7","1","11","6","4"
"S11630203103908","0","0","4","11","11","4","3","5","2","5","2","2"
"S11630302105516","0","21","11","31","27","25","15","27","19","27","28","19"
"S11630302105517","0","16","19","19","28","36","23","20","15","25","12","6"
"S11630302105610","0","4","5","6","11","5","5","11","5","11","6","4"
"S11630302105518","0","20","22","18","29","23","21","21","28","22","33","6"
"S11630302105519","0","10","7","11","7","6","3","6","5","12","14","6"
"S11630302105520","0","16","19","10","11","28","15","13","18","29","25","18"
"S11630302105521","0","104","93","104","91","56","56","73","75","75","91","70"
"S11630302105522","0","5","6","10","17","22","4","7","3","11","17","3"
"S11630302105523","0","3","6","7","13","7","11","5","8","3","6","0"
"S11630204104137","0","14","7","12","14","25","33","29","26","31","22","18"
"S11630204104138","0","7","0","4","5","3","4","5","8","4","16","7"
"S11630204104139","0","1","2","1","2","2","4","2","3","1","13","2"
"S11630204104140","0","8","7","8","12","19","13","16","6","11","22","6"
"S11630204104141","0","6","6","5","8","8","9","3","3","13","8","3"
"S11630204104142","0","1","4","8","4","9","6","6","17","3","7","6"
"S11630204104143","0","6","3","2","6","5","3","3","8","8","10","2"
"S11630204104202","0","9","20","13","1","4","7","9","6","4","8","3"
"S11630204104204","0","6","8","6","6","4","8","17","3","2","7","5"
"S11630301104804","0","6","6","6","6","11","12","7","12","11","13","8"
"S11630204104415","0","6","7","8","6","5","4","4","1","3","7","2"
"S11630204104306","0","6","9","15","11","15","13","9","11","7","16","8"
"S11630204104307","0","0","11","7","10","4","8","2","8","2","5","2"
"S11630204104308","0","11","23","35","21","16","22","25","12","17","24","10"
"S11630204104309","0","7","5","14","20","64","57","44","47","36","40","14"
"S11630301105011","0","8","2","9","24","10","7","12","9","7","14","22"
"S11630301105012","0","5","7","3","15","5","5","2","3","8","11","2"
"S11630203103909","0","167","178","178","367","451","340","338","331","312","272","156"
"S11630203103912","0","7","20","10","10","8","10","7","3","4","4","2"
"S11630203103919","0","10","15","10","6","14","6","7","6","4","6","4"
"S11630203103920","0","42","54","45","54","40","41","28","31","25","48","14"
"S11630203103922","0","3","6","4","6","7","3","0","2","3","1","2"
"S11630203103923","0","1","8","12","11","4","5","4","5","5","11","0"
"S11630204104412","0","9","13","11","6","4","14","10","5","5","16","2"
"S11630204104413","0","1","0","2","2","1","0","0","7","1","0","0"
"S11630204104418","0","0","0","0","0","1","0","0","1","0","2","0"
"S11630203104021","0","6","6","2","6","9","3","7","1","3","2","2"
"S11630203104022","1","25","45","44","42","41","41","31","31","39","25","22"
"S11630203104023","0","246","319","289","224","334","413","334","250","251","230","124"
"S11630204104101","0","26","33","40","35","50","32","26","18","29","43","23"
"S11630204104102","0","5","8","8","5","2","6","7","8","4","3","3"
"S11630204104103","0","1","7","7","6","1","5","3","5","3","1","2"
"S11630204104104","0","5","8","3","10","2","6","5","8","12","7","7"
"S11630204104105","0","0","4","1","2","5","2","3","6","4","2","2"
"S11630204104106","0","0","3","2","2","3","1","2","4","1","5","1"
"S11630301104805","0","5","0","3","4","10","10","5","2","1","6","5"
"S11630301104806","0","4","10","4","16","15","11","8","8","21","25","18"
"S11630301104807","0","7","4","10","7","5","9","5","9","13","15","3"
"S11630301104808","0","3","13","10","9","3","9","5","6","7","9","3"
"S11630301104809","0","4","3","6","4","5","3","4","9","5","6","4"
"S11630301104810","0","11","4","6","8","15","6","6","3","6","6","3"
"S11630301104811","0","4","8","1","9","3","6","4","7","9","4","6"
"S11630301104812","0","12","13","20","45","40","35","28","38","59","91","33"
"S11630301105002","0","22","11","8","12","28","52","27","16","26","47","20"
"S11630301104813","0","103","140","138","137","166","117","117","192","165","111","112"
"S11630301104814","1","27","31","22","29","33","31","23","20","15","26","9"
"S11630302105402","0","3","6","12","15","5","2","6","5","10","8","4"
"S11630303106033","0","0","1","1","0","0","0","0","0","0","0","0"
"S11630303106034","0","2","2","8","11","8","6","3","11","4","21","9"
"S11630303106035","0","6","11","9","7","3","7","11","6","2","4","2"
"S11630303106036","0","9","5","4","4","4","11","8","3","2","1","1"
"S11630303106037","0","5","5","3","2","3","2","2","2","7","2","5"
"S11630303106038","0","2","4","8","2","9","8","4","3","5","6","4"
"S11630303106039","0","11","6","7","7","3","0","11","3","1","5","4"
"S11630303106040","0","13","6","5","6","1","8","6","4","8","1","9"
"S11630303106041","0","8","4","4","5","2","0","4","4","1","2","3"
"S11630303106042","0","9","3","5","11","7","4","1","5","2","4","4"
"S11630302105303","0","5","6","9","9","7","14","9","10","11","20","1"
"S11630302105305","0","3","8","13","10","9","6","8","5","2","10","2"
"S11630302105306","0","6","6","7","12","16","16","8","15","8","23","10"
"S11630302105307","0","18","13","25","24","21","19","21","9","20","19","4"
"S11630302105308","0","15","9","11","14","6","12","16","15","12","16","3"
"S11630302105309","0","8","14","6","8","7","8","8","9","6","6","7"
"S11630302105311","0","10","6","1","5","5","6","2","3","3","18","0"
